,x,y,hour,yday
0,28000.0,-1432000.0,0,250
1,27981.519716099043,-1431940.5513427625,1,250
2,27882.471257849582,-1432034.9784909415,2,250
3,28007.501421395184,-1431935.5296115335,3,250
4,27999.16037776559,-1431941.9641589068,4,250
5,27885.222627595882,-1431931.7684538846,5,250
6,27577.100249886174,-1432091.9992756476,6,250
7,27946.886559934617,-1432628.2869679113,7,250
8,27864.772717059393,-1432692.8552222864,8,250
9,27873.02328956892,-1433114.0752166924,9,250
10,27515.02490705115,-1433166.474134256,10,250
11,27490.008508816518,-1433108.7445169385,11,250
12,27536.543102055442,-1433036.9259256395,12,250
13,27689.157716689613,-1433020.9184769085,13,250
14,27597.080598462027,-1433007.92169295,14,250
15,27519.495220510602,-1432873.6101462692,15,250
16,27520.56203039467,-1432858.088614037,16,250
17,27532.256879009856,-1432815.766135101,17,250
18,27530.853841703636,-1432813.2551825123,18,250
19,27929.47924887977,-1432707.1345696622,19,250
20,28115.12030573007,-1432722.2098605526,20,250
21,28022.466849748664,-1432494.3264444384,21,250
22,28079.409814423307,-1432401.4566243174,22,250
23,28100.305553898776,-1432395.395388082,23,250
24,28043.89456752475,-1432264.9707943855,0,251
25,28140.17956631979,-1432165.7348351798,1,251
26,28159.25124133428,-1432161.9461940895,2,251
27,28233.61114988011,-1432202.2494995762,3,251
28,28251.964282047382,-1432163.8018627982,4,251
29,28539.478713337485,-1432243.558486438,5,251
30,28548.304697641634,-1432281.8435193608,6,251
31,28772.75704983769,-1432816.000514341,7,251
32,28579.24712402853,-1431987.3122338213,8,251
33,28772.73697057244,-1431598.294466424,9,251
34,29237.73461761197,-1431199.3821173755,10,251
35,29271.83284875055,-1431080.9560863057,11,251
36,29493.82750729508,-1431118.0884361775,12,251
37,29548.350792024885,-1431121.389638582,13,251
38,29574.815268985076,-1431192.1090002952,14,251
39,29358.445258231957,-1431354.8674596164,15,251
40,29131.180444921163,-1431359.0562262288,16,251
41,29079.123018118862,-1431351.0997368912,17,251
42,28981.108949427777,-1431371.593626468,18,251
43,29083.313964760444,-1431264.9383925772,19,251
44,30074.794059858887,-1430665.3398060934,20,251
45,30171.272970759932,-1430729.828156512,21,251
46,30192.53407075691,-1430698.9985280992,22,251
47,30372.648819374317,-1430720.604303329,23,251
48,30374.133638856387,-1430877.4924173572,0,252
49,30259.513058440465,-1430727.4382829012,1,252
50,30223.58842355167,-1430722.7606689455,2,252
51,30148.240637115843,-1430818.4876154694,3,252
52,30107.496919368245,-1430941.0396164176,4,252
53,30095.881376649497,-1430946.4561740954,5,252
54,30057.684712223603,-1430946.0632512837,6,252
55,30016.63004634726,-1430960.0583322546,7,252
56,29766.65722028072,-1430878.6792345794,8,252
57,29816.98174234002,-1430472.6781715218,9,252
58,29636.608761102187,-1431190.8739904757,10,252
59,29651.049375832852,-1431237.3425392648,11,252
60,29748.966437195708,-1431170.2207422175,12,252
61,29743.515034783868,-1431197.6174449695,13,252
62,29676.813398916336,-1431165.8033496202,14,252
63,29699.57934828017,-1431196.4831245255,15,252
64,29703.040825176045,-1431182.1914069804,16,252
65,29632.142181202038,-1431240.6007304487,17,252
66,28748.955214998856,-1430313.1857967926,18,252
67,29229.49626119494,-1430049.0035102128,19,252
68,29269.570953072987,-1430142.1129049677,20,252
69,29251.824696387397,-1430167.9144891326,21,252
70,29249.234897612434,-1430175.2492177773,22,252
71,29311.051573427074,-1430244.5086514254,23,252
72,29269.496166525663,-1430197.9816154921,0,253
73,29228.873664584247,-1430152.7726767072,1,253
74,29211.49449474147,-1430141.5007154008,2,253
75,29193.70837456016,-1430136.4854493316,3,253
76,29216.749612348965,-1430013.1002138162,4,253
77,29310.979321955187,-1430010.6728472356,5,253
78,29349.070738341085,-1430034.2444206662,6,253
79,28825.78238994635,-1430164.182523216,7,253
80,29066.84343347434,-1430828.2841775548,8,253
81,28457.071463564287,-1430872.4111376111,9,253
82,28408.134598899367,-1430885.7999039087,10,253
83,28336.241711848084,-1430702.3395863909,11,253
84,28402.756880312703,-1430882.3770500028,12,253
85,28363.025184500413,-1430796.5567837516,13,253
86,28346.46650779992,-1430789.6374164945,14,253
87,28440.149195269027,-1430779.4873801048,15,253
88,28466.344950668237,-1430830.564226856,16,253
89,28469.020203724267,-1430833.388617705,17,253
90,28290.34154373667,-1430735.4492536853,18,253
91,28584.503256251788,-1431121.1834365858,19,253
92,28496.200204728608,-1431092.6350265308,20,253
93,28710.293376625857,-1430717.9220793385,21,253
94,28593.582767465592,-1430786.1892204103,22,253
95,28602.586051401864,-1430683.7480773341,23,253
96,28546.654347590516,-1430737.078502776,0,254
97,28585.68333703965,-1430683.7563317528,1,254
98,28926.428331079576,-1430799.2805735215,2,254
99,28975.034765992907,-1430776.9292642528,3,254
100,28961.12345057838,-1430763.7199784298,4,254
101,29101.104006118174,-1430940.4530957143,5,254
102,29298.033866708134,-1430478.2839926663,6,254
103,29648.15273895948,-1430645.0254939653,7,254
104,29877.16935281813,-1430467.8783224202,8,254
105,29892.657766499702,-1430428.7632957976,9,254
106,29923.990855857573,-1430481.0750370107,10,254
107,29890.48266459326,-1430477.5868561512,11,254
108,29895.905986949787,-1430573.1073178349,12,254
109,29780.63770639612,-1430708.6069143454,13,254
110,29809.458700160776,-1431039.8235399073,14,254
111,29793.381275127107,-1431102.7723417762,15,254
112,29765.996605638018,-1431255.3766862631,16,254
113,29642.114095561912,-1430980.250980252,17,254
114,29640.44674746891,-1431019.1789556348,18,254
115,29615.030663980047,-1431030.36737596,19,254
116,29617.888103444886,-1430994.736190339,20,254
117,29630.483469546278,-1431052.4664289223,21,254
118,29653.219126625925,-1431056.2923003286,22,254
119,29669.557660798422,-1431015.4194233068,23,254
120,29718.73874799494,-1430882.1208143022,0,255
121,29711.5071061544,-1430835.5388187298,1,255
