,x,y,hour,yday
0,28000.0,-1432000.0,0,1
1,27981.46227555849,-1431978.2170999194,1,1
2,27984.01000014094,-1431914.261616606,2,1
3,28094.026928752417,-1431774.3048217637,3,1
4,28046.814086759794,-1432044.0530794824,4,1
5,28008.270335402856,-1432025.1491519313,5,1
6,27899.667150826728,-1431961.5910768548,6,1
7,27888.300601741743,-1431959.58344177,7,1
8,27950.96773541739,-1431941.688007291,8,1
9,27965.93538817478,-1431969.8817588962,9,1
10,27908.609821837043,-1432080.7602637054,10,1
11,27929.681646043126,-1432076.9928175476,11,1
12,28044.926039645266,-1432137.8042388738,12,1
13,28185.506036356783,-1432074.704071446,13,1
14,27994.58379730141,-1432141.557349725,14,1
15,27995.301508335917,-1432149.594096154,15,1
16,27903.122216331438,-1432114.5296531983,16,1
17,28167.49260913664,-1432211.608992747,17,1
18,28183.23070238886,-1432137.7355206013,18,1
19,27146.569872818214,-1431363.1274921673,19,1
20,26785.599047529096,-1431411.9180262988,20,1
21,26828.234537499895,-1431405.2663761491,21,1
22,26832.303356556873,-1431395.3705930603,22,1
23,26803.499925755677,-1431349.39475457,23,1
24,26784.294823271153,-1431340.5820758112,0,2
25,26988.01072093754,-1431329.3516535633,1,2
26,26975.044411755258,-1431325.7582223867,2,2
27,27103.121021921375,-1431465.0196888049,3,2
28,26942.293440171416,-1431474.6740912087,4,2
29,26832.578936545076,-1431399.6940243305,5,2
30,26906.714898477778,-1431359.109671065,6,2
31,27028.99006010605,-1431936.8840308215,7,2
32,26924.32331578958,-1431841.7693875947,8,2
33,26924.599631343,-1431949.460671213,9,2
34,26779.76953999123,-1432168.0387799267,10,2
35,26854.882103085587,-1432125.5493647717,11,2
36,26924.171397185797,-1432215.2075535737,12,2
37,26929.432605068756,-1432255.2193556605,13,2
38,26818.90328892213,-1432286.102383331,14,2
39,26976.12661827371,-1432236.773660249,15,2
40,26926.57740534246,-1432308.203704149,16,2
41,26706.987304656224,-1432474.3090962814,17,2
42,26497.6811929672,-1432461.6666645997,18,2
43,26419.0385626222,-1432226.1620459848,19,2
44,26423.778990643856,-1432179.0483265314,20,2
45,26354.52890369449,-1432188.7378171517,21,2
46,26403.235784496406,-1432109.695433754,22,2
47,26316.769371258386,-1431780.3038468615,23,2
48,26361.76774791141,-1431792.640050373,0,3
49,26357.245726225865,-1431827.9430906535,1,3
50,26376.035770852523,-1431817.7294584888,2,3
51,26503.838091648966,-1431802.237212178,3,3
52,26211.504759120115,-1431544.520512952,4,3
53,26226.10755727346,-1431527.6712201538,5,3
54,26333.237706287262,-1431628.4295514328,6,3
55,25904.604272909408,-1431591.4262166014,7,3
56,25898.95573472688,-1431462.7750101537,8,3
57,25910.32420230346,-1431620.9744327678,9,3
58,25881.020819891943,-1431616.0236362824,10,3
59,25876.930200385355,-1431561.551805913,11,3
60,25934.162046724785,-1431545.2198350814,12,3
61,25913.935375177338,-1431546.5752030562,13,3
62,25895.91146168739,-1431522.2820507744,14,3
63,25900.45517857355,-1431466.584199011,15,3
