,x,y,hour,yday
0,28000.0,-1432000.0,0,250
1,27960.942257198927,-1432042.307908547,1,250
2,27913.365931120097,-1432114.7376865484,2,250
3,27897.593061179938,-1432157.9043420015,3,250
4,27852.845904614616,-1432145.8147103668,4,250
5,27878.877874243488,-1432171.0055068717,5,250
6,27864.16083626501,-1432229.1976512715,6,250
7,27877.34273693916,-1432195.761039829,7,250
8,27906.629936569272,-1432548.5481781925,8,250
9,27316.814571093866,-1432831.149408436,9,250
10,27198.854504033363,-1432810.1469559507,10,250
11,27100.99957593982,-1433040.1070131175,11,250
12,27626.74384787015,-1433659.7106653154,12,250
13,27601.652124740143,-1433766.8942121435,13,250
14,27593.287436636776,-1433799.257934351,14,250
15,27637.720896177685,-1433260.7087165131,15,250
16,27707.40433630109,-1433172.777648173,16,250
17,26939.308079080496,-1432967.040314952,17,250
18,27093.1488764466,-1432975.0560215146,18,250
19,27025.503385570948,-1432947.592044363,19,250
20,27041.23579484754,-1433030.4576813057,20,250
21,27114.725323885905,-1432609.0664085846,21,250
22,27138.21774306164,-1432563.2168804053,22,250
23,27132.387042285805,-1432571.3629870424,23,250
24,27099.506033263617,-1432608.8578929037,0,251
25,27082.30828504785,-1432449.6502931437,1,251
26,26999.21678142925,-1432467.9658495518,2,251
27,26998.951158946067,-1432478.7784595639,3,251
28,26945.30675137736,-1432539.1248465576,4,251
29,26959.939588412075,-1432557.786274216,5,251
30,26787.250470174717,-1432936.788996844,6,251
31,26897.76801881448,-1432815.8065132184,7,251
32,26916.42139788595,-1432998.0340773053,8,251
33,26879.493949201267,-1432933.3465017737,9,251
34,26706.223648244217,-1433136.044775219,10,251
35,26539.854036358112,-1433603.1095892694,11,251
36,26564.318202616123,-1432977.656909353,12,251
37,26596.814029205994,-1432389.7338746595,13,251
38,26601.118419239076,-1432321.5562378212,14,251
39,26564.73533104712,-1432211.106817498,15,251
40,26471.82272984915,-1432155.0915131348,16,251
41,26487.335810128367,-1432130.4502767364,17,251
42,26244.712864309182,-1432126.602756745,18,251
43,26186.07900456569,-1432009.5544189261,19,251
44,26138.39373436572,-1432008.2812713664,20,251
45,26212.90584050011,-1432051.0514052007,21,251
46,26148.63744376271,-1432066.0048171135,22,251
47,26158.478746511762,-1431999.9249298528,23,251
48,26224.62170515006,-1431828.019192285,0,252
49,26226.65223228931,-1431836.5100441417,1,252
50,26219.16288892577,-1431822.1108756398,2,252
51,26232.550214871302,-1431898.9772403687,3,252
52,26273.525559876165,-1432059.2688660615,4,252
53,26316.43558029494,-1432049.1377180459,5,252
54,26258.805401924954,-1431681.320423107,6,252
55,26173.983594882742,-1432039.2004938927,7,252
56,26464.310942721673,-1431964.5455291413,8,252
57,27178.440888025518,-1432216.7978554065,9,252
58,26875.12168322687,-1431879.9964982509,10,252
59,26760.477436450197,-1431732.5337609053,11,252
60,26750.736649214112,-1431741.6190594092,12,252
61,26703.29959496035,-1431746.9794770696,13,252
62,26705.33346954815,-1431750.4239421522,14,252
63,26678.495464688458,-1431757.4707679814,15,252
64,26624.042595231618,-1431660.8506087519,16,252
65,26667.542601801797,-1431653.42170546,17,252
66,26874.195005319045,-1431655.1204984877,18,252
67,27170.813312311093,-1432045.7211094564,19,252
68,27376.640775645807,-1432034.1913811602,20,252
69,27382.5353314607,-1432011.872356158,21,252
70,27350.78743303365,-1432059.8790026957,22,252
71,27330.87148429612,-1432044.4462571316,23,252
72,27353.597319184646,-1432046.0553397862,0,253
73,27321.72800047857,-1432040.52163355,1,253
74,27445.62572593171,-1432016.4985357844,2,253
75,27594.549911328584,-1431868.1595687259,3,253
76,27627.295430064136,-1431864.4881301236,4,253
77,27691.043248438218,-1431858.198194815,5,253
78,27547.735886340928,-1432367.9875882603,6,253
79,26516.60526021048,-1432650.2339950313,7,253
80,26726.39629949715,-1432638.84217852,8,253
81,26832.716885359867,-1432655.8314044788,9,253
82,27045.764079520526,-1432303.8723408696,10,253
83,27366.10928020383,-1432482.5564698065,11,253
84,27316.13866292712,-1432641.5327567456,12,253
85,27230.054983550268,-1432532.654522548,13,253
86,27304.031709830397,-1432503.5092125195,14,253
87,27364.870535398968,-1432520.7927490452,15,253
88,27378.03827883706,-1432514.545170134,16,253
89,27295.240786005244,-1432712.9758526373,17,253
90,26126.874926385542,-1432596.1155860887,18,253
91,26681.96821359764,-1432422.4709195227,19,253
92,26349.694637028646,-1432145.2055585086,20,253
93,26676.779066661762,-1431973.2742119292,21,253
94,26619.596584275987,-1432027.3070188586,22,253
95,26735.148394153493,-1432034.0265832208,23,253
96,26758.386747002158,-1432019.7637204616,0,254
97,26740.620234908078,-1431965.6709572286,1,254
98,26746.98416901872,-1431981.1743149555,2,254
99,26805.88428074257,-1431893.663090006,3,254
100,26868.909878363884,-1431902.864384309,4,254
101,26879.920487707186,-1431948.8381870307,5,254
102,26707.425426395443,-1432008.6355143576,6,254
103,26589.37082769899,-1431710.753365687,7,254
104,27353.836299187602,-1431483.7974043651,8,254
105,27118.845193151938,-1431750.7622301201,9,254
106,27168.409482093928,-1431713.4626455514,10,254
107,27004.343841571535,-1432164.3931575452,11,254
108,26961.76654293037,-1432223.1507710216,12,254
109,26944.248366630276,-1432279.0166941688,13,254
110,26950.229519263718,-1432271.615924347,14,254
111,26950.83246999857,-1432226.722699521,15,254
112,27311.24410930842,-1431949.232857265,16,254
113,27109.097210759683,-1432301.389475788,17,254
114,27140.405667029438,-1432835.2993209597,18,254
115,27132.865474113754,-1432613.268724813,19,254
116,27138.399759547883,-1432531.5632953413,20,254
117,27148.295329058074,-1432630.0601584846,21,254
118,27110.388185424472,-1432651.65008938,22,254
119,27081.169119153692,-1432589.4917575703,23,254
120,27192.469551332182,-1432586.560625053,0,255
121,27244.055878132087,-1432614.6307694062,1,255
122,27204.00343670246,-1432628.465051083,2,255
123,27195.053665976873,-1432634.160092949,3,255
124,27237.611183148758,-1432601.243371478,4,255
125,27158.52076309166,-1432648.5717919138,5,255
126,27205.889171989536,-1432589.5835387136,6,255
127,27259.90068577007,-1432650.136981177,7,255
128,27172.659392586087,-1432619.250789982,8,255
129,27180.55321647914,-1432335.9619930463,9,255
130,27182.356300962343,-1432323.6453728774,10,255
131,28171.436147869175,-1431765.733039123,11,255
132,28127.064538333056,-1431795.2478246184,12,255
133,27934.610106447602,-1432029.713305133,13,255
134,28232.434665077133,-1431746.7130528654,14,255
135,28327.8108253022,-1431721.7328076866,15,255
136,28371.021326058457,-1431755.3612696629,16,255
137,28396.647254589756,-1432173.1358972497,17,255
138,29441.894123926526,-1432977.0097403133,18,255
139,29328.97498125667,-1433090.6684593684,19,255
140,29367.514104645634,-1433068.285264796,20,255
141,29421.826837235287,-1433124.170547464,21,255
142,29499.27789545816,-1433242.6431058168,22,255
143,29460.790210441908,-1433282.7737978534,23,255
144,29462.911127379815,-1433311.1384288247,0,256
145,29485.93522115698,-1433294.5212932134,1,256
146,29466.63147518616,-1433288.627121103,2,256
147,29517.40617786997,-1433343.1276935707,3,256
148,29656.889849204454,-1433434.0979397874,4,256
149,29674.251071025225,-1433356.0692969908,5,256
150,29748.38463464697,-1433401.7637219143,6,256
151,30307.71560968311,-1434574.2478247578,7,256
152,29997.431422199676,-1435285.876492834,8,256
153,29912.985367078916,-1434939.793208491,9,256
154,29682.668999402344,-1434860.8316624502,10,256
155,29615.799567935752,-1434814.3463192186,11,256
156,29683.99258061769,-1434864.7339052528,12,256
157,29073.324642492524,-1435194.6124810572,13,256
158,29346.96333620241,-1435162.3610941006,14,256
159,29193.710357917113,-1435421.79829833,15,256
160,29098.7371388844,-1435532.0634796775,16,256
161,29169.303813824044,-1435651.358979458,17,256
162,29254.565880799946,-1435452.3191168068,18,256
163,29305.36305894263,-1435553.5334670208,19,256
164,29160.13665841427,-1435804.7944611274,20,256
165,29180.445320195347,-1435690.5942699895,21,256
166,29128.61055187954,-1435680.4859356466,22,256
167,29134.65341292436,-1435677.2812539819,23,256
168,29074.426200508897,-1435689.869135667,0,257
169,29067.34723998763,-1435628.0059955048,1,257
170,29101.40987110936,-1435621.530680167,2,257
171,29183.331592648552,-1435585.4972529726,3,257
172,29121.121069802575,-1435569.556248037,4,257
173,29210.289818047604,-1435517.4358999364,5,257
174,29187.97885446788,-1435533.7105054285,6,257
175,29328.213899263537,-1435216.1770431267,7,257
176,29365.061099500836,-1435617.794206836,8,257
177,29488.724813835852,-1435035.462335072,9,257
178,29272.458579276583,-1435511.4754397448,10,257
179,29100.6893353639,-1435135.1752226024,11,257
180,29021.164793067423,-1435182.804930504,12,257
181,28971.54031082972,-1435043.67077806,13,257
182,29246.9541151611,-1435128.6019205821,14,257
183,28971.736473311357,-1435330.6693982652,15,257
184,29611.36556372733,-1435382.5822329733,16,257
185,29643.099901184985,-1435565.586132946,17,257
186,29559.233984448358,-1435217.2251009003,18,257
187,29853.133666302252,-1434457.5384336018,19,257
188,30408.949493376465,-1434517.915279139,20,257
189,30398.022609395273,-1434503.6940467486,21,257
190,30356.67986537298,-1434488.0020951496,22,257
191,30352.41532593276,-1434420.4115641592,23,257
192,30339.90117288934,-1434362.0529798574,0,258
193,30329.604054302552,-1434298.683240205,1,258
194,30203.867348229633,-1434472.6216101227,2,258
195,30197.404682282606,-1434386.7383862713,3,258
196,30209.119673924164,-1434427.2559297534,4,258
197,30320.469056681504,-1434404.574726902,5,258
198,30270.966842449336,-1434990.9461561064,6,258
199,30506.027670577198,-1434922.561768289,7,258
200,30168.242504148002,-1434875.1289302432,8,258
201,30621.196527347052,-1435971.6584448665,9,258
202,30792.303287834166,-1435979.9196461188,10,258
203,30742.351330820056,-1435927.8667433206,11,258
204,30412.272671345974,-1435937.2587314236,12,258
205,30590.183404086976,-1435995.193229532,13,258
206,30601.33511214108,-1435773.2843762918,14,258
207,30777.789062997545,-1435399.6109489277,15,258
208,30799.28970616228,-1436106.0234194633,16,258
209,31435.31319349778,-1435559.3538519915,17,258
210,32075.523585248775,-1435873.8430946947,18,258
211,32066.78355116483,-1436225.4165640194,19,258
212,31605.13521433443,-1435491.03501692,20,258
213,30566.488387844787,-1435986.5285019167,21,258
214,30460.64509709471,-1435885.9692618046,22,258
215,30594.845002001734,-1435886.1734603187,23,258
216,30696.698022179608,-1435878.1085438766,0,259
217,30545.744138052498,-1435677.1282220539,1,259
218,30600.554645064687,-1435720.4468145357,2,259
219,30857.823358769092,-1435719.761787635,3,259
220,30856.8157827737,-1435735.725794276,4,259
221,30836.451508357073,-1435692.454205638,5,259
222,30855.958113979515,-1435689.3923278027,6,259
223,30932.142975192543,-1435751.6494587227,7,259
224,30768.953955827652,-1434909.3324947916,8,259
225,30779.236979892692,-1434609.491717294,9,259
226,30466.700278166933,-1434426.911039465,10,259
227,30983.115881080765,-1434296.3463301277,11,259
228,30752.600142923326,-1434148.133906834,12,259
229,30669.374806954438,-1434102.440943555,13,259
230,30333.43876702644,-1433849.8290045918,14,259
231,30252.15892311184,-1433724.945556524,15,259
232,30331.39591814212,-1433065.2754334395,16,259
233,30322.257067812236,-1433072.8303355337,17,259
234,29806.890098606706,-1432567.240599323,18,259
235,29787.76134671264,-1432015.1425401103,19,259
236,29752.26526867458,-1432018.73413509,20,259
237,29753.564956153456,-1432171.84271188,21,259
238,29779.315015683074,-1432141.6314988888,22,259
239,29880.50045625068,-1432146.8823585794,23,259
240,29895.481447020586,-1432191.8765819885,0,260
241,29881.449146389907,-1432245.5175215572,1,260
242,29808.60614482827,-1432267.8976229976,2,260
243,29883.546523200304,-1432308.616267568,3,260
244,29958.512651698653,-1432232.9343808005,4,260
245,29940.133154288622,-1432251.973344913,5,260
246,30056.843726538827,-1431860.4175784322,6,260
247,30345.272855759653,-1432168.7915438158,7,260
248,31110.25662328615,-1433121.5107250821,8,260
249,31360.567894543125,-1432785.7313923417,9,260
250,31535.231713726575,-1432742.5772554807,10,260
