,x,y,hour,yday
0,28000.0,-1432000.0,0,250
1,27994.291650986812,-1431995.6526791607,1,250
2,28043.946834928982,-1431975.3646222025,2,250
3,28125.51358257621,-1431988.6062035908,3,250
4,28091.776059716027,-1432036.7237279261,4,250
5,28164.749852243294,-1432057.4212468837,5,250
6,28395.40103387964,-1431909.5615617188,6,250
7,28450.604492283364,-1431970.5641842938,7,250
8,28594.032841295073,-1432026.3821632476,8,250
9,28680.248958243075,-1431312.083852558,9,250
10,29487.734110416473,-1431410.9500759167,10,250
11,29512.27292659876,-1431389.6458064313,11,250
12,29584.011540885018,-1431440.1579928517,12,250
13,29370.51231557625,-1431639.8215879155,13,250
14,29318.63159001787,-1431553.0064258727,14,250
15,29370.355235381918,-1431456.7219976129,15,250
16,29384.664107480246,-1431328.6485341345,16,250
17,29657.778207302614,-1431153.738336434,17,250
18,29652.74643253264,-1431186.8323732733,18,250
19,29685.217314509093,-1431202.255434589,19,250
20,29600.184322809157,-1431208.0603751442,20,250
21,29532.948369294336,-1431328.4151691953,21,250
22,29525.948558369862,-1431269.8245960595,22,250
23,29541.75014289534,-1431300.2878460286,23,250
24,29259.250204927353,-1431303.5196105095,0,251
25,29244.147816325414,-1431294.244179931,1,251
26,29301.52609665121,-1431278.822236629,2,251
27,29293.64586696046,-1431279.5693963608,3,251
28,29279.669756758092,-1431220.4074996784,4,251
29,29230.185944427296,-1431215.3420180492,5,251
30,29625.940669598014,-1431619.9119459332,6,251
31,29853.67878758306,-1432283.6864604384,7,251
32,29411.98915363294,-1432387.2680202345,8,251
33,29381.822013110483,-1432292.100138233,9,251
34,28775.86788238766,-1432252.1214352897,10,251
35,28742.923913429255,-1432234.763345693,11,251
36,28783.36364979143,-1431913.4478799552,12,251
37,29012.030916580694,-1432024.2162642411,13,251
38,28974.834533008176,-1431931.477877146,14,251
39,29112.452570838628,-1431910.8517474497,15,251
40,29693.119480198955,-1432130.5254407711,16,251
41,30223.005586300053,-1432238.4868653563,17,251
42,29077.29628875206,-1431691.2400367286,18,251
43,29024.309044839832,-1431486.526409374,19,251
44,29220.538906087484,-1431474.953102919,20,251
45,29273.73259229087,-1431531.7313615126,21,251
46,29283.616955946985,-1431522.4003219702,22,251
47,29267.188580643393,-1431472.5494905591,23,251
48,29256.591139417116,-1431443.2466212935,0,252
49,29236.489161448375,-1431473.5748583293,1,252
50,28888.50708884851,-1431436.3543720758,2,252
51,28885.180279920394,-1432202.5843466,3,252
52,28877.481228002234,-1432209.5369083295,4,252
53,28964.760284962264,-1432196.920388245,5,252
54,28873.22314102037,-1432344.4281894995,6,252
