,x,y,hour,yday
0,28000.0,-1432000.0,0,1
1,27971.968124161504,-1431992.8597479998,1,1
2,28058.323320861065,-1431896.623308584,2,1
3,27830.52272249273,-1432113.0694825046,3,1
4,27390.943864278765,-1432254.8475208154,4,1
5,27715.156495912703,-1432533.9528745294,5,1
6,28574.524888151154,-1432326.4631240228,6,1
7,28387.984650893395,-1432253.2529183114,7,1
8,28438.50738971435,-1432346.4416538056,8,1
9,28386.183923869365,-1432757.6215504839,9,1
10,28447.64136661118,-1432662.3918226557,10,1
11,28471.521908806797,-1432614.4813767944,11,1
12,28443.18230491587,-1432685.6984012374,12,1
13,28322.767235039515,-1432718.2694788356,13,1
14,28261.794198427444,-1432659.0571080532,14,1
15,28299.536563241374,-1432646.331673266,15,1
16,28290.476591380226,-1432633.512278965,16,1
17,28511.021624670848,-1432786.3179457146,17,1
18,28517.492035175754,-1432917.5064592776,18,1
19,28490.49049622349,-1432943.6179260237,19,1
20,28587.882964215518,-1433117.2571444376,20,1
21,28621.35768164412,-1433265.3521249832,21,1
22,28549.38940254337,-1433140.145440827,22,1
23,28515.10048117196,-1432830.94294059,23,1
24,28580.366531423933,-1432814.8020187744,0,2
25,28579.113362800814,-1432836.1295484079,1,2
26,28506.4759259843,-1432820.7796154988,2,2
27,28393.325309898497,-1432949.2649647712,3,2
28,28544.802645969638,-1432781.9167852732,4,2
29,28572.54733222542,-1432747.0438042753,5,2
30,28579.444160880023,-1432761.0891381968,6,2
31,28240.547035711803,-1432914.008534788,7,2
32,28366.494974805388,-1432940.9736418026,8,2
33,28266.280068396652,-1433271.5923193605,9,2
34,28325.663596080918,-1433168.3343151973,10,2
35,28357.83337960475,-1433125.5443434848,11,2
36,28313.917398974,-1433233.906737134,12,2
37,28240.22630790427,-1433144.9317679866,13,2
38,28403.099991991294,-1433299.4517947312,14,2
39,28392.25550126072,-1433322.8133934867,15,2
40,28530.94475568013,-1433346.0886666605,16,2
41,28689.065151927654,-1433357.4767173082,17,2
42,28678.422457859615,-1433363.3508996055,18,2
43,28680.290867580406,-1433339.5878437443,19,2
44,28721.565516556482,-1433376.776822875,20,2
45,28624.011328260112,-1433400.5207889203,21,2
46,28366.544075852937,-1433401.0552581847,22,2
47,28488.52127849893,-1433345.5698520758,23,2
48,28282.012402665918,-1433331.0644602873,0,3
49,28339.610734110367,-1433402.500331426,1,3
50,28232.126115079194,-1433824.7622316326,2,3
51,28012.96743626024,-1433663.299410355,3,3
52,27872.8254957062,-1433278.032305188,4,3
53,27863.41225318181,-1433284.2025937603,5,3
54,27794.72644759861,-1433135.451529765,6,3
55,27830.6184627518,-1433222.0536250956,7,3
56,27785.606847175444,-1433219.3106211806,8,3
57,27823.913233414376,-1433224.5324793037,9,3
58,27822.34250718597,-1433179.3064872124,10,3
