,x,y,hour,yday
0,25000.0,-1430000.0,0,250
1,25225.0,-1429875.0,1,250
2,25200.0,-1429925.0,2,250
3,25225.0,-1430075.0,3,250
4,25200.0,-1430100.0,4,250
5,25225.0,-1430200.0,5,250
6,25025.0,-1430025.0,6,250
7,24975.0,-1430025.0,7,250
8,25475.0,-1430725.0,8,250
9,25500.0,-1430675.0,9,250
10,25975.0,-1430500.0,10,250
11,26075.0,-1430425.0,11,250
12,26300.0,-1430725.0,12,250
13,26375.0,-1430775.0,13,250
14,26275.0,-1430750.0,14,250
15,26125.0,-1430650.0,15,250
16,26125.0,-1430675.0,16,250
17,26200.0,-1430675.0,17,250
18,26075.0,-1430525.0,18,250
19,25025.0,-1431025.0,19,250
20,25125.0,-1430800.0,20,250
21,24325.0,-1430875.0,21,250
22,24325.0,-1430775.0,22,250
23,24275.0,-1430825.0,23,250
24,24600.0,-1430900.0,0,251
25,24600.0,-1430900.0,1,251
26,24700.0,-1430925.0,2,251
27,24575.0,-1431050.0,3,251
28,24575.0,-1431150.0,4,251
29,24575.0,-1431150.0,5,251
30,24850.0,-1431750.0,6,251
31,24925.0,-1431700.0,7,251
32,24750.0,-1431975.0,8,251
33,25025.0,-1432500.0,9,251
34,25400.0,-1432625.0,10,251
35,25150.0,-1433400.0,11,251
36,25250.0,-1433450.0,12,251
37,24950.0,-1433525.0,13,251
38,25125.0,-1433275.0,14,251
39,25000.0,-1433350.0,15,251
40,24950.0,-1433400.0,16,251
41,25000.0,-1433825.0,17,251
42,25200.0,-1434950.0,18,251
43,24850.0,-1435350.0,19,251
44,24900.0,-1435375.0,20,251
45,24900.0,-1435400.0,21,251
46,25375.0,-1435475.0,22,251
47,25750.0,-1435500.0,23,251
48,25425.0,-1435125.0,0,252
49,25350.0,-1434975.0,1,252
50,25150.0,-1435100.0,2,252
51,25150.0,-1435175.0,3,252
52,25500.0,-1435100.0,4,252
53,25475.0,-1435150.0,5,252
54,24875.0,-1435725.0,6,252
55,24875.0,-1435750.0,7,252
56,24875.0,-1435750.0,8,252
57,24875.0,-1435800.0,9,252
58,24875.0,-1435800.0,10,252
59,24925.0,-1435800.0,11,252
60,24975.0,-1435775.0,12,252
61,24975.0,-1435775.0,13,252
62,25000.0,-1435800.0,14,252
63,24975.0,-1435875.0,15,252
64,24875.0,-1435975.0,16,252
65,24850.0,-1436025.0,17,252
66,24650.0,-1436150.0,18,252
67,24775.0,-1436200.0,19,252
68,24875.0,-1436200.0,20,252
69,24875.0,-1436200.0,21,252
70,24875.0,-1436275.0,22,252
71,24800.0,-1436300.0,23,252
72,24800.0,-1436300.0,0,253
73,24825.0,-1436450.0,1,253
74,25000.0,-1436650.0,2,253
75,25075.0,-1436625.0,3,253
76,24900.0,-1436775.0,4,253
77,24850.0,-1436750.0,5,253
78,24875.0,-1436800.0,6,253
79,25125.0,-1436675.0,7,253
80,25150.0,-1436625.0,8,253
81,25100.0,-1436650.0,9,253
82,25100.0,-1436675.0,10,253
83,25000.0,-1436675.0,11,253
84,24925.0,-1436650.0,12,253
85,24925.0,-1436700.0,13,253
86,25000.0,-1436775.0,14,253
87,24950.0,-1436725.0,15,253
88,24975.0,-1436775.0,16,253
89,24975.0,-1436825.0,17,253
90,24975.0,-1436875.0,18,253
91,25000.0,-1436900.0,19,253
92,24975.0,-1436925.0,20,253
93,24950.0,-1436975.0,21,253
94,24950.0,-1436975.0,22,253
95,24975.0,-1436975.0,23,253
96,24975.0,-1436975.0,0,254
97,24975.0,-1437025.0,1,254
98,24975.0,-1437025.0,2,254
99,24950.0,-1437000.0,3,254
100,24975.0,-1437000.0,4,254
101,24975.0,-1437000.0,5,254
102,24725.0,-1437050.0,6,254
103,24600.0,-1437125.0,7,254
104,24525.0,-1437175.0,8,254
105,24350.0,-1437575.0,9,254
106,24275.0,-1437550.0,10,254
107,24150.0,-1437675.0,11,254
108,24125.0,-1437700.0,12,254
109,24125.0,-1437725.0,13,254
110,24125.0,-1437750.0,14,254
111,24100.0,-1437775.0,15,254
112,23875.0,-1437900.0,16,254
113,23450.0,-1438275.0,17,254
114,23300.0,-1438375.0,18,254
115,23225.0,-1438425.0,19,254
116,23200.0,-1438400.0,20,254
117,23250.0,-1438450.0,21,254
118,23275.0,-1438525.0,22,254
119,23550.0,-1438650.0,23,254
120,23450.0,-1438550.0,0,255
121,23375.0,-1438600.0,1,255
122,23300.0,-1438800.0,2,255
123,23325.0,-1438775.0,3,255
124,23150.0,-1438775.0,4,255
125,23550.0,-1439050.0,5,255
126,23700.0,-1438950.0,6,255
127,23675.0,-1438950.0,7,255
128,23625.0,-1439050.0,8,255
129,23025.0,-1439225.0,9,255
130,22925.0,-1439400.0,10,255
131,22975.0,-1440250.0,11,255
132,23050.0,-1440375.0,12,255
133,23500.0,-1440025.0,13,255
134,23250.0,-1439750.0,14,255
