,x,y,hour,yday
0,36000.0,-1437500.0,0,250
1,35996.167281594244,-1437511.2840540172,1,250
2,35671.68356059065,-1437605.8439862889,2,250
3,35938.78115800265,-1437393.6844771004,3,250
4,35767.96413292984,-1437278.2115344314,4,250
5,35715.945279326115,-1437302.8871622526,5,250
6,35870.60593199726,-1437414.1581975752,6,250
7,35844.92774963722,-1437387.941230042,7,250
8,35625.555801692964,-1437474.2679922972,8,250
9,35794.50132313908,-1437705.17850447,9,250
10,35827.029748133515,-1437607.2715221078,10,250
11,36243.58904078195,-1437597.618318088,11,250
12,36260.98728294411,-1437520.6230441013,12,250
13,36308.96701932031,-1437481.7204855247,13,250
14,35807.700009342705,-1437387.4093298179,14,250
15,36156.97986028692,-1437486.8688475725,15,250
16,36246.40996571638,-1437517.5723937366,16,250
17,36317.3628739088,-1437521.9332299975,17,250
18,36526.00695962327,-1437469.255318136,18,250
19,36658.29382167127,-1438007.5790693397,19,250
20,36549.223670140535,-1437980.7032359862,20,250
21,36463.811778276664,-1438303.7600360229,21,250
22,36126.47077675113,-1438244.4241073264,22,250
23,36278.93895111512,-1438413.6389433465,23,250
24,35920.211249945205,-1438439.6564431419,0,251
25,36322.959469381574,-1438697.0428267156,1,251
26,35870.24512660483,-1437925.6745553608,2,251
27,35887.28634395073,-1437918.8105927946,3,251
28,35702.37529139492,-1437966.3058282887,4,251
29,35644.1269713197,-1437980.8902010594,5,251
30,35426.30533457472,-1437349.3574110356,6,251
31,35156.29866910984,-1437379.3684862214,7,251
32,35427.01141858105,-1437301.316081625,8,251
33,35659.30377711654,-1436962.9234510837,9,251
34,35826.480091986654,-1437081.6179058189,10,251
35,35462.766921347604,-1437238.0889731152,11,251
36,34921.086790562455,-1438019.3297761874,12,251
37,34955.228422577864,-1438090.9930807557,13,251
38,34730.25673107717,-1437839.2720956714,14,251
39,34875.6774899106,-1437909.3595731745,15,251
40,35026.83143193119,-1438676.6029310387,16,251
41,35032.082767644046,-1438726.925185961,17,251
42,35254.62155138525,-1438871.3467816995,18,251
43,35528.61439795188,-1438645.733427665,19,251
44,35447.97014214193,-1438652.685591141,20,251
45,35541.78709087579,-1438388.2352954883,21,251
46,35481.399408172016,-1438291.1728615814,22,251
47,35455.77777550145,-1438340.173484991,23,251
48,35404.138439304916,-1438289.8520875329,0,252
49,35410.03348495008,-1438328.3116965306,1,252
50,35808.707220177384,-1438460.3811558713,2,252
51,35764.289002167185,-1438258.0886734752,3,252
52,35804.39980365663,-1438332.756071509,4,252
53,35765.29197360372,-1438315.2929003588,5,252
54,35695.72058940644,-1438237.5125431812,6,252
55,36053.481784306525,-1438162.0295852136,7,252
56,35939.93617452919,-1437987.159388619,8,252
57,35941.63231340938,-1438024.9626922149,9,252
58,35943.659837553416,-1438035.9202472558,10,252
59,35971.296437596764,-1438023.4960459813,11,252
60,35795.54263173793,-1437988.3190285792,12,252
61,35866.51329532166,-1438009.9459051273,13,252
62,35976.00481624033,-1438034.2096878968,14,252
63,35584.87327290499,-1437445.2212030399,15,252
64,35507.04291987074,-1437488.9966903508,16,252
65,35026.686058648454,-1437371.0218771151,17,252
66,34969.898050719894,-1437435.9198117522,18,252
67,34047.11530793994,-1438336.2965311673,19,252
68,34139.35017756087,-1438555.92297422,20,252
69,34265.12040195475,-1438294.5258501263,21,252
70,34215.70711344524,-1438211.8473927178,22,252
71,34219.80469110224,-1438255.4984896823,23,252
72,34208.13644646872,-1438349.164521736,0,253
73,34200.89053481287,-1438428.8042732188,1,253
74,34054.93922852042,-1438391.985239404,2,253
75,33997.25905730297,-1438389.5345296168,3,253
76,34002.13941045994,-1438412.9085603177,4,253
77,33952.31351578486,-1438268.2174378773,5,253
78,34047.454460777146,-1438248.0404571749,6,253
79,33917.91429686257,-1438199.075619311,7,253
80,34092.5451655527,-1438193.2802486198,8,253
81,34344.558445343755,-1438321.1733304292,9,253
82,34364.89235440056,-1438342.0692787806,10,253
83,34341.54000991746,-1438418.327676782,11,253
84,34274.2751237578,-1438461.0660062276,12,253
85,34816.450357168476,-1439476.659150159,13,253
86,33905.38180281376,-1440278.2878378944,14,253
87,33894.349766358435,-1440305.1561800858,15,253
88,34035.69763648985,-1440269.095309006,16,253
89,34040.16739240862,-1440330.5940723205,17,253
90,33018.88797193389,-1440730.595219402,18,253
91,33115.156522743215,-1441036.9234454264,19,253
92,33178.56730963279,-1440998.739317645,20,253
93,33275.222815047404,-1441074.8679973255,21,253
94,33666.058158802014,-1440953.2063524923,22,253
95,33619.98115252463,-1440947.3863986486,23,253
96,33758.593293354075,-1440849.0407669155,0,254
97,33806.10338091479,-1440867.3322254517,1,254
98,33370.8041323373,-1441201.6501479244,2,254
99,33510.63089212824,-1441295.5864657194,3,254
