,x,y,hour,yday
0,35000.0,-1430000.0,0,250
1,34872.1536858579,-1430035.3112133066,1,250
2,34984.18224423288,-1430067.9206502056,2,250
3,34861.0170978452,-1430074.7454325599,3,250
4,34840.04946526986,-1430082.6520409512,4,250
5,34864.35450359556,-1430051.3544945302,5,250
6,34890.04454611925,-1430037.776897561,6,250
7,35145.76590813229,-1430449.0530895153,7,250
8,35199.58297989944,-1431201.0958832887,8,250
9,34539.66348293208,-1431315.145171828,9,250
10,34516.70132049714,-1431168.6956720403,10,250
11,34610.39414547817,-1431309.4787156829,11,250
12,34200.79034682105,-1431671.6056165167,12,250
13,34294.258454596005,-1431713.105895589,13,250
14,34309.67204930773,-1431911.7683165167,14,250
15,35087.906701087675,-1431984.3760157214,15,250
16,34847.51572652982,-1431832.9413249162,16,250
17,35365.15968852285,-1430863.1062040566,17,250
18,35260.325602268866,-1431061.4803461104,18,250
19,34947.41847880774,-1430813.4083441447,19,250
20,35101.03002096386,-1430170.2223854694,20,250
21,35081.31014866283,-1430146.2901829255,21,250
22,35100.38304119625,-1430167.5329617006,22,250
23,35091.72954261224,-1430177.7185304624,23,250
24,35146.44716292895,-1430187.1590768069,0,251
25,35242.10643576438,-1430155.124830545,1,251
26,35237.55082034687,-1430276.9575261925,2,251
27,35234.4162484656,-1430325.9177401145,3,251
28,35145.73134755036,-1430326.552240257,4,251
29,35153.65557996777,-1430334.26094468,5,251
30,35122.35006179664,-1430481.5722351617,6,251
31,35105.31081958774,-1430882.5438902935,7,251
32,35575.5009410677,-1431471.5633078706,8,251
33,35423.43069470624,-1431828.9065274873,9,251
34,34778.97211595112,-1431230.4299835898,10,251
35,34837.00042208035,-1431115.7564097114,11,251
36,35580.82053697985,-1431392.7860686553,12,251
37,35644.26668397839,-1431410.3677708448,13,251
38,35672.77614402965,-1431533.0152767664,14,251
39,35682.02837001964,-1431486.590289331,15,251
40,35783.9596604768,-1431388.7889239134,16,251
41,35764.97880497427,-1431452.4692475633,17,251
42,35466.051933752395,-1431620.0303692915,18,251
43,35874.34904419039,-1431751.7148552488,19,251
44,35825.5144630387,-1431828.783627672,20,251
45,35190.69291174884,-1431841.4447678376,21,251
46,35330.50594208401,-1431685.9282497314,22,251
47,35318.31608412916,-1431684.1577866657,23,251
48,35367.74513798493,-1431735.6886843264,0,252
49,35366.894728315136,-1431843.7106809686,1,252
50,35487.080023220595,-1431978.481278261,2,252
51,35387.54082003676,-1431981.697941481,3,252
52,35359.91517765806,-1431975.622379507,4,252
53,35811.85233690876,-1432288.7049916815,5,252
54,35773.887110542484,-1432549.0908001151,6,252
55,35111.037184030094,-1432137.495267255,7,252
56,35087.40758192858,-1432077.261055719,8,252
57,35136.82307036628,-1432121.219470005,9,252
58,35066.77781070854,-1432151.7844212481,10,252
